Geneid	SRR11262284	SRR11262285	SRR11262286	SRR11262292	SRR11262293	SRR11262294
ENSG00000273551	0	0	0	0	5	2
ENSG00000196557	1071	417	268	181	57	157
ENSG00000260403	0	0	0	0	0	0
ENSG00000259910	0	0	0	0	0	0
ENSG00000261294	0	0	2	0	0	1
ENSG00000277010	0	3	2	0	0	0
ENSG00000197253	3496	2673	2025	493	787	101
ENSG00000172236	3452	2230	1854	1182	616	73
ENSG00000095917	178	68	94	20	20	1
ENSG00000260182	26	16	1	14	0	0
ENSG00000261564	0	6	0	0	0	0
ENSG00000260991	0	0	0	0	1	0
ENSG00000260284	0	0	0	6	43	0
ENSG00000274751	0	2	2	11	0	6
ENSG00000261505	2	6	7	9	12	21
ENSG00000219274	0	0	4	0	2	1
ENSG00000103275	2768	2214	2064	5206	4209	3123
ENSG00000007516	300	169	121	662	72	48
ENSG00000007520	2272	2133	1726	3786	4874	1382
ENSG00000260425	0	0	0	7	0	5
ENSG00000133393	1373	1967	1307	1281	1153	1041
ENSG00000206778	0	0	0	0	0	0
ENSG00000262171	0	0	0	3	0	0
ENSG00000215003	0	0	0	0	1	0
ENSG00000180035	321	325	169	301	285	658
ENSG00000280137	0	0	0	0	0	0
ENSG00000179965	370	301	201	227	238	451
ENSG00000199787	0	0	0	0	9	4
ENSG00000179918	2556	3654	3689	2925	2774	3887
ENSG00000202476	0	0	0	0	0	0
ENSG00000222701	0	0	0	0	0	0
ENSG00000261346	0	0	0	6	0	5
ENSG00000260487	0	4	0	0	1	5
ENSG00000251706	2	0	0	0	0	0
ENSG00000261332	0	4	0	0	0	1
ENSG00000266305	0	0	0	0	0	5
ENSG00000169957	1482	827	667	1413	1689	2231
ENSG00000261459	0	0	0	0	0	0
ENSG00000278922	112	46	57	69	40	147
ENSG00000235560	8	19	2	12	72	58
ENSG00000260494	2	0	0	4	0	2
ENSG00000169951	241	298	229	238	153	439
ENSG00000239791	1	2	0	1	0	0
ENSG00000197162	225	239	77	338	193	498
ENSG00000260167	0	6	7	7	18	19
ENSG00000261588	0	0	0	0	10	16
ENSG00000156853	482	405	402	292	156	457
ENSG00000260678	0	0	0	0	0	2
ENSG00000261680	0	2	0	0	0	0
ENSG00000260113	0	0	0	0	0	0
ENSG00000156858	1451	1316	798	1276	1474	1447
ENSG00000156860	3903	2002	3403	3144	1988	3996
ENSG00000252074	0	0	0	0	0	0
ENSG00000222287	0	0	0	0	0	1
ENSG00000005844	1867	1735	1410	754	477	1962
ENSG00000260545	0	2	0	2	0	0
ENSG00000260927	2	0	1	5	2	2
ENSG00000070770	1212	870	1057	1084	706	786
ENSG00000260867	0	0	0	0	0	0
ENSG00000240863	0	0	0	0	0	0
ENSG00000103023	0	6	0	0	0	0
ENSG00000179958	612	1309	896	1260	3190	1980
ENSG00000261181	0	0	0	0	0	0
ENSG00000261362	0	0	0	0	0	0
ENSG00000103222	2319	1020	1288	3486	1551	5978
ENSG00000102924	6	10	4	4	6	0
ENSG00000280189	0	2	0	0	0	0
ENSG00000166152	2	3	0	0	0	0
ENSG00000263110	0	0	0	4	0	0
ENSG00000261623	4	0	0	0	0	0
ENSG00000102935	611	398	190	49	22	176
ENSG00000260089	0	0	0	0	0	0
ENSG00000260024	0	4	0	0	0	0
ENSG00000280131	0	0	0	0	0	0
ENSG00000259978	0	0	0	0	0	0
ENSG00000275155	12	4	0	0	0	7
ENSG00000279842	0	0	0	0	0	0
ENSG00000261751	0	0	0	0	0	0
ENSG00000244551	0	0	0	0	0	0
ENSG00000283365	0	0	0	0	0	0
ENSG00000121281	909	811	880	1199	115	498
ENSG00000274969	0	0	0	0	0	0
ENSG00000121274	783	417	577	666	647	657
ENSG00000179776	5203	7489	4623	797	172	566
ENSG00000260146	0	0	0	2	0	0
ENSG00000260755	0	0	0	0	0	0
ENSG00000261519	2	0	0	0	0	1
ENSG00000275745	0	0	0	0	0	0
ENSG00000217555	2	2	0	9	4	6
ENSG00000254788	0	0	1	1	0	0
ENSG00000277978	8	15	10	12	18	23
ENSG00000140932	101	345	851	34	42	22
ENSG00000260650	0	0	0	0	0	0
ENSG00000140931	2215	2610	1931	1331	4045	2066
ENSG00000183723	2677	1083	1665	3155	673	1054
ENSG00000260465	0	0	0	0	0	0
ENSG00000287965	4	4	0	6	4	5
ENSG00000260558	6	0	4	2	17	10
ENSG00000188603	25	37	32	48	5	42
ENSG00000166780	1048	663	354	149	61	150
ENSG00000133392	32211	3038	3138	601	128	564
ENSG00000176046	1093	1370	702	499	357	248
ENSG00000197165	249	271	174	21	18	17
ENSG00000261656	0	1	2	29	17	6
ENSG00000260851	3	0	0	2	0	0
ENSG00000166548	1299	972	718	589	945	507
ENSG00000167977	1325	1191	1463	3462	1590	1304
ENSG00000279901	4	6	4	6	13	10
ENSG00000172382	72	40	70	1172	78	68
ENSG00000205913	29	28	18	86	16	52
ENSG00000276791	11	38	6	24	32	26
ENSG00000221719	0	0	0	0	0	0
ENSG00000007038	68	288	321	991	30	16
ENSG00000262154	0	0	0	0	0	0
ENSG00000005001	297	247	1279	4766	1477	105
ENSG00000263325	2	1	2	3	11	0
ENSG00000153446	8057	5481	6125	36	56	134
ENSG00000140995	1902	2202	1909	1907	1870	905
ENSG00000103168	1345	1108	451	1391	742	984
ENSG00000011638	1162	1357	715	2362	3109	416
ENSG00000162066	497	417	259	463	2936	517
ENSG00000099364	602	408	321	2069	799	1649
ENSG00000099385	1180	1747	1065	895	2212	844
ENSG00000103549	2211	1405	1888	2384	822	2052
ENSG00000153066	3427	3380	4066	3364	3115	2436
ENSG00000153406	1250	1383	886	3140	4953	1585
ENSG00000103253	278	432	223	267	1343	347
ENSG00000089505	31	61	60	64	47	38
ENSG00000260084	0	2	4	4	1	4
ENSG00000275383	4	0	0	1	2	11
ENSG00000252040	0	0	0	0	0	0
ENSG00000252640	0	0	0	0	0	0
ENSG00000062038	234	100	462	17790	5962	2653
ENSG00000260577	5	0	8	32	15	12
ENSG00000260860	0	0	1	10	40	7
ENSG00000261395	0	0	0	8	8	0
ENSG00000039068	2857	1533	4374	6993	3552	3157
ENSG00000200558	0	0	1	0	0	2
ENSG00000260798	1	0	1	0	0	2
ENSG00000260459	37	28	20	30	38	14
ENSG00000199979	0	0	0	0	0	0
ENSG00000277211	0	0	0	0	0	0
ENSG00000263253	0	0	0	0	0	0
ENSG00000227624	0	0	0	0	0	0
ENSG00000169347	2	2	0	2	0	0
ENSG00000169344	0	2	0	0	3	0
ENSG00000169340	0	0	0	0	0	0
ENSG00000263237	0	0	0	0	0	0
ENSG00000183549	103	69	86	18	8	61
ENSG00000262995	1	0	4	0	0	0
ENSG00000183747	2	9	8	0	2	0
ENSG00000280306	0	0	0	0	0	0
ENSG00000008516	350	285	1481	254	112	249
ENSG00000167194	0	0	0	0	0	1
ENSG00000212379	0	0	0	0	0	0
ENSG00000261078	0	0	0	0	0	0
ENSG00000252271	0	0	0	0	0	0
ENSG00000276131	0	0	0	0	0	0
ENSG00000260186	1	0	0	1	8	4
ENSG00000200556	3	0	0	0	0	0
ENSG00000103037	324	314	327	479	347	506
ENSG00000125107	3290	1910	2989	4826	615	3497
ENSG00000276259	0	0	0	0	0	0
ENSG00000207493	0	0	2	1	0	0
ENSG00000206952	0	0	0	0	0	0
ENSG00000281910	0	0	0	0	0	0
ENSG00000260865	0	0	0	0	2	2
ENSG00000103042	526	348	212	1544	1722	757
ENSG00000279889	0	0	1	0	1	0
ENSG00000125166	1861	1415	1237	3371	4044	2230
ENSG00000200424	0	0	2	0	0	0
ENSG00000244003	0	0	0	0	0	0
ENSG00000260451	0	0	0	0	0	0
ENSG00000242423	0	2	0	0	0	0
ENSG00000103479	3199	2888	2754	2162	376	1427
ENSG00000103494	178	131	75	377	154	404
ENSG00000258947	1	2	2	23	37	12
ENSG00000065457	799	659	641	1616	1487	1045
ENSG00000070729	15	20	20	36	209	19
ENSG00000229917	2	0	0	0	0	0
ENSG00000274038	0	0	0	5	54	0
ENSG00000262020	2	0	0	0	0	0
ENSG00000159579	835	1079	1065	1337	874	889
ENSG00000189067	9315	8606	23930	11366	6893	7505
ENSG00000183454	51	15	86	4	53	8
ENSG00000260468	23	24	51	13	6	8
ENSG00000213853	48665	36217	40173	10467	3143	2430
ENSG00000256013	0	0	0	0	0	0
ENSG00000260310	8	2	3	3	0	0
ENSG00000234186	0	0	0	0	0	0
ENSG00000166188	500	520	462	621	489	416
ENSG00000229809	742	1367	782	385	1250	598
ENSG00000166451	152	146	445	685	857	452
ENSG00000205423	333	814	608	346	219	369
ENSG00000205730	3612	2028	2700	3783	1185	1654
ENSG00000126856	0	3	0	2	0	0
ENSG00000196155	316	212	221	155	106	1055
ENSG00000090581	2583	3216	3090	3522	3031	1217
ENSG00000066813	2	4	6	0	1	0
ENSG00000260201	0	0	0	0	0	0
ENSG00000260762	8	0	8	0	0	1
ENSG00000005187	241	298	205	37	73	160
ENSG00000275315	0	0	0	0	0	0
ENSG00000274730	0	0	0	0	0	0
ENSG00000066654	1697	1580	1067	1421	1471	1218
ENSG00000283399	6	0	6	3	0	0
ENSG00000285303	0	0	0	1	0	0
ENSG00000260510	8	0	0	0	0	6
ENSG00000200893	0	0	0	0	0	0
ENSG00000005189	85	85	65	142	515	281
ENSG00000275908	0	0	0	1	0	0
ENSG00000166743	60	58	46	10	13	13
ENSG00000279357	2	0	0	4	0	2
ENSG00000183044	540	455	418	792	54	135
ENSG00000243954	0	0	0	0	0	0
ENSG00000238417	0	0	0	0	0	0
ENSG00000260764	0	3	2	0	0	0
ENSG00000184857	155	299	179	487	257	143
ENSG00000260350	0	0	2	0	1	0
ENSG00000153048	1588	1763	1442	4193	11219	450
ENSG00000261481	0	0	0	0	12	2
ENSG00000260979	0	0	2	2	5	2
ENSG00000288715	0	0	0	0	0	0
ENSG00000261692	0	0	0	3	1	0
ENSG00000287351	2	0	0	0	0	2
ENSG00000252887	0	0	0	0	0	1
ENSG00000270832	0	0	0	4	1	0
ENSG00000086504	1690	1808	1456	3328	3943	1467
ENSG00000129925	3019	2026	3098	5172	1984	1461
ENSG00000236829	24	40	12	29	36	29
ENSG00000103202	1827	1671	1588	6120	1336	2135
ENSG00000242612	419	540	315	706	337	453
ENSG00000276984	0	0	2	2	0	0
ENSG00000125144	81	153	6639	239	1617	109
ENSG00000262120	0	0	0	0	0	0
ENSG00000260734	0	0	0	0	0	0
ENSG00000262008	0	0	0	0	0	0
ENSG00000261611	0	0	0	0	0	0
ENSG00000247324	0	2	0	0	0	0
ENSG00000157429	61	120	49	23	48	27
ENSG00000260520	0	0	0	0	0	0
ENSG00000140835	6	18	24	44	131	2
ENSG00000260015	0	1	2	0	12	0
ENSG00000252339	0	0	3	0	0	0
ENSG00000260886	2	5	21	0	2	0
ENSG00000198650	7	11	0	4	0	2
ENSG00000260593	0	5	0	3	0	2
ENSG00000140832	161	169	140	809	783	342
ENSG00000040199	451	206	397	207	94	275
ENSG00000260185	0	0	0	0	0	0
ENSG00000199301	0	2	0	6	1	1
ENSG00000263666	0	0	0	0	0	2
ENSG00000261513	20	15	8	3	1	0
ENSG00000260612	0	2	2	0	0	0
ENSG00000166747	2540	1935	3281	3171	1097	1726
ENSG00000223224	0	3	2	2	0	0
ENSG00000283057	2	3	0	3	8	0
ENSG00000262140	2	1	3	4	2	3
ENSG00000279592	0	0	0	0	0	0
ENSG00000260326	0	0	0	0	0	0
ENSG00000260258	0	0	0	0	0	0
ENSG00000260939	0	0	0	0	0	0
ENSG00000261291	0	0	2	3	0	3
ENSG00000280227	0	0	0	0	0	4
ENSG00000261056	0	4	0	6	0	2
ENSG00000279589	2	6	2	4	0	8
ENSG00000238645	0	0	0	0	2	0
ENSG00000202193	0	0	0	0	0	0
ENSG00000103546	4	18	0	300	12	2
ENSG00000278928	0	0	0	0	0	0
ENSG00000260765	1	0	4	0	0	0
ENSG00000261330	0	0	0	0	0	0
ENSG00000261540	0	0	0	0	0	0
ENSG00000166509	0	4	0	0	0	0
ENSG00000260731	0	0	0	0	0	0
ENSG00000261776	0	0	0	0	0	0
ENSG00000186153	416	377	324	400	257	608
ENSG00000276007	43	29	4	25	50	68
ENSG00000279991	0	0	0	6	2	0
ENSG00000260969	6	0	0	0	0	4
ENSG00000287106	0	0	0	4	0	0
ENSG00000260014	0	0	0	0	0	0
ENSG00000260733	0	0	0	2	0	8
ENSG00000279887	0	0	0	2	0	6
ENSG00000261837	0	0	0	2	0	2
ENSG00000279129	0	0	0	0	0	4
ENSG00000286894	7	0	2	2	2	0
ENSG00000243101	0	0	0	0	2	2
ENSG00000280115	0	0	0	2	10	0
ENSG00000280190	2	0	0	2	0	0
ENSG00000260816	2	12	2	6	20	42
ENSG00000279732	0	0	0	0	0	0
ENSG00000261537	6	10	5	0	0	9
ENSG00000280274	0	0	1	2	0	12
ENSG00000260694	0	0	0	0	0	0
ENSG00000260479	2	0	0	3	0	0
ENSG00000260511	0	0	0	0	0	0
ENSG00000277954	30	20	4	6	0	10
ENSG00000285918	6	0	0	0	0	2
ENSG00000261722	2	0	0	0	0	0
ENSG00000222244	0	2	0	0	0	0
ENSG00000261472	6	0	2	0	0	0
ENSG00000175595	324	326	152	419	230	310
ENSG00000242307	2	2	2	0	0	0
ENSG00000262732	0	0	0	6	0	11
ENSG00000263234	0	0	0	0	0	0
ENSG00000261856	0	0	0	0	0	0
ENSG00000276564	14	8	10	8	26	39
ENSG00000262529	5	0	0	0	0	5
ENSG00000262470	0	0	0	1	0	0
ENSG00000091262	766	402	411	56	4	83
ENSG00000118898	8759	1969	4741	4417	1750	957
ENSG00000103184	43	22	12	35	10	4
ENSG00000267072	0	0	0	0	0	0
ENSG00000033011	464	560	452	1069	531	389
ENSG00000162004	338	129	213	94	151	44
ENSG00000134398	27	12	12	18	20	10
ENSG00000261583	0	0	0	0	0	0
ENSG00000279756	0	0	0	9	0	7
ENSG00000166869	0	0	0	51	0	70
ENSG00000166501	1464	945	1245	429	407	1116
ENSG00000279276	2	2	0	0	0	0
ENSG00000279202	0	0	0	0	0	1
ENSG00000274466	0	2	0	0	0	0
ENSG00000279554	0	0	0	0	0	0
ENSG00000260264	0	0	4	0	0	0
ENSG00000006116	2	0	0	0	0	2
ENSG00000201541	0	0	0	0	0	0
ENSG00000239081	0	0	0	0	0	0
ENSG00000260072	2	0	6	0	0	0
ENSG00000122257	2476	1538	3040	2897	2915	3518
ENSG00000261392	2	2	0	1	39	0
ENSG00000182831	1903	1564	2854	3125	2666	1499
ENSG00000263244	0	0	0	0	0	0
ENSG00000260349	0	0	0	0	0	0
ENSG00000220793	24	19	28	0	26	4
ENSG00000140650	924	965	1253	2585	1539	772
ENSG00000167005	837	921	611	1336	849	1417
ENSG00000288725	0	0	0	0	0	0
ENSG00000125124	491	530	409	460	144	244
ENSG00000224470	2429	1279	1989	1519	469	987
ENSG00000182149	3630	3189	3948	3250	3419	2709
ENSG00000102984	119	86	44	99	59	124
ENSG00000261765	0	2	0	0	0	2
ENSG00000242176	0	0	0	0	0	0
ENSG00000263311	0	6	0	4	0	0
ENSG00000263232	4	1	2	2	0	0
ENSG00000102967	395	314	236	559	520	317
ENSG00000140830	282	471	551	289	559	440
ENSG00000260252	0	2	0	2	0	6
ENSG00000140829	2143	981	1387	2030	981	1731
ENSG00000166589	28	6	24	2	34	2
ENSG00000166592	3729	849	19772	328	12613	126
ENSG00000166595	2250	3869	3512	1452	5258	1588
ENSG00000172831	2388	1290	1147	1496	1872	913
ENSG00000265408	0	0	0	0	0	0
ENSG00000280416	0	0	0	0	0	0
ENSG00000172828	82	71	30	74	26	46
ENSG00000280334	6	4	0	3	0	6
ENSG00000265918	0	0	0	0	0	0
ENSG00000067955	1269	1807	1809	2043	1341	1848
ENSG00000102878	148	127	69	768	661	347
ENSG00000099381	1869	825	935	1727	724	2149
ENSG00000103024	1561	2363	1578	2471	4558	1057
ENSG00000285043	41	31	15	53	16	40
ENSG00000159648	59	58	20	72	49	20
ENSG00000185338	960	433	1768	627	2302	1437
ENSG00000213918	180	191	41	597	253	386
ENSG00000168488	3130	1381	2088	3778	1033	4905
ENSG00000197774	280	125	185	1549	156	352
ENSG00000167523	241	216	141	366	460	350
ENSG00000168418	0	3	0	0	0	0
ENSG00000103404	576	373	361	1453	554	720
ENSG00000205832	7	13	14	5	2	24
ENSG00000277481	6	10	0	6	0	8
ENSG00000008517	7412	8301	15045	5201	13095	5581
ENSG00000261284	0	0	0	0	0	0
ENSG00000259874	0	0	0	0	0	0
ENSG00000185947	282	639	1141	604	561	717
ENSG00000259950	0	2	1	0	0	0
ENSG00000261289	0	2	0	4	0	0
ENSG00000197476	0	0	0	1	0	5
ENSG00000260218	0	0	0	0	0	0
ENSG00000261727	4	2	0	0	0	0
ENSG00000261704	0	0	0	1	0	0
ENSG00000223931	0	0	0	0	0	0
ENSG00000260048	0	0	0	0	0	0
ENSG00000270472	0	0	0	0	0	2
ENSG00000260584	0	2	0	0	0	4
ENSG00000286473	0	0	2	0	0	48
ENSG00000279997	0	0	0	0	0	0
ENSG00000260847	0	0	0	0	0	0
ENSG00000260649	0	0	0	0	0	0
ENSG00000260540	0	0	0	0	0	0
ENSG00000260344	0	0	0	0	0	0
ENSG00000260575	0	0	0	0	0	0
ENSG00000260402	0	0	0	0	0	0
ENSG00000103355	13	40	39	0	4	0
ENSG00000177200	1798	1557	1338	1799	924	1093
ENSG00000135702	5	1	0	0	0	5
ENSG00000174938	803	214	325	2075	1446	514
ENSG00000259803	1695	2111	1995	67	77	149
ENSG00000255524	0	0	2	7	0	6
ENSG00000180209	10	27	23	2	37	15
ENSG00000180917	532	1304	819	767	790	368
ENSG00000261260	0	0	0	0	0	0
ENSG00000172137	118	29	189	23	44	16
ENSG00000261348	0	0	0	0	0	0
ENSG00000167377	5	12	10	17	11	10
ENSG00000222375	0	0	0	0	0	2
ENSG00000185905	535	849	1079	155	139	364
ENSG00000260719	4	12	3	0	8	59
ENSG00000174992	0	0	0	3	1	0
ENSG00000275857	0	0	0	0	0	0
ENSG00000259952	0	0	0	1	0	5
ENSG00000238045	62	46	63	92	59	82
ENSG00000280607	0	0	0	0	0	0
ENSG00000167371	40	22	18	54	5	207
ENSG00000280893	0	0	0	0	0	0
ENSG00000280789	154	188	151	266	219	424
ENSG00000281348	0	0	0	0	0	0
ENSG00000013364	8523	5083	6292	8008	20049	3951
ENSG00000079616	524	714	306	1769	2076	2509
ENSG00000138834	941	746	634	1642	1512	1581
ENSG00000285848	6	5	11	0	6	14
ENSG00000103196	2015	978	10656	2661	606	2081
ENSG00000260859	11	2	53	0	0	5
ENSG00000279622	32	4	31	2	14	0
ENSG00000260340	0	0	0	0	0	0
ENSG00000153786	3752	2253	1753	2894	2648	1491
ENSG00000153789	217	113	168	16	43	3
ENSG00000278214	7	0	6	0	0	2
ENSG00000275088	10	8	2	1	0	0
ENSG00000287787	6	0	2	8	0	2
ENSG00000270313	0	0	0	0	0	0
ENSG00000179219	0	0	0	0	0	2
ENSG00000266307	0	0	0	0	0	0
ENSG00000135709	1147	945	1015	1421	697	459
ENSG00000286808	4	6	6	21	1	24
ENSG00000140743	951	1115	911	905	361	659
ENSG00000260635	0	1	0	5	0	6
ENSG00000260790	0	2	0	2	2	1
ENSG00000230872	9	3	8	21	3	22
ENSG00000277041	0	0	0	2	2	0
ENSG00000260973	0	0	0	0	0	0
ENSG00000260905	0	0	0	0	2	0
ENSG00000196678	228	251	199	414	261	241
ENSG00000188215	870	382	1593	606	537	278
ENSG00000102897	798	1675	1383	414	2053	438
ENSG00000289491	0	0	0	0	0	0
ENSG00000260439	29	26	53	4	0	0
ENSG00000276931	9	5	0	36	0	12
ENSG00000260807	75	22	27	24	6	14
ENSG00000005513	44	12	22	8	0	10
ENSG00000260496	0	0	0	0	10	0
ENSG00000261720	0	0	0	0	0	0
ENSG00000260702	0	0	0	0	0	0
ENSG00000162078	36	66	8	192	473	21
ENSG00000289281	23	50	77	58	162	10
ENSG00000132600	706	660	466	1157	1658	849
ENSG00000288026	0	0	0	0	0	0
ENSG00000261017	0	1	0	0	0	0
ENSG00000261538	0	0	0	0	0	0
ENSG00000121270	4	16	0	13	10	17
ENSG00000176842	578	685	523	513	0	1070
ENSG00000132613	1054	545	396	1750	253	472
ENSG00000140987	392	555	324	368	109	309
ENSG00000184730	1588	842	1420	723	745	673
ENSG00000185864	37	47	44	66	71	193
ENSG00000149922	53	48	28	86	78	120
ENSG00000167208	475	606	1018	295	267	710
ENSG00000184471	0	4	0	0	0	0
ENSG00000153815	3243	1704	3536	8412	2848	3513
ENSG00000159720	5521	7184	8362	2886	10812	2561
ENSG00000261701	8	40	42	6	7	4
ENSG00000103021	323	76	118	449	217	201
ENSG00000157106	1925	1501	3169	3095	1265	3673
ENSG00000167522	7902	2853	4228	6188	6310	7424
ENSG00000257017	723	3226	2117	86	449	868
ENSG00000162009	0	2	0	3	0	0
ENSG00000287718	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0
ENSG00000261238	0	0	0	0	0	0
ENSG00000280344	0	2	0	0	0	2
ENSG00000103449	4	6	0	4	18	0
ENSG00000180096	410	426	209	230	326	876
ENSG00000157368	484	439	266	84	124	220
ENSG00000116176	3	9	7	0	10	0
ENSG00000103154	21	10	29	30	60	7
ENSG00000149926	2	0	0	2	0	39
ENSG00000140943	5456	3913	3925	5443	2953	3488
ENSG00000279100	0	0	0	0	0	0
ENSG00000260471	2	4	0	0	0	0
ENSG00000261248	0	0	0	0	0	0
ENSG00000275236	0	0	0	3	16	15
ENSG00000103035	649	968	1228	1236	1410	669
ENSG00000259972	33	31	17	97	15	77
ENSG00000239763	10	8	2	14	23	29
ENSG00000260884	20	9	0	25	9	24
ENSG00000261079	10	11	6	12	20	7
ENSG00000276822	0	1	0	0	0	0
ENSG00000140839	7	2	3	2	14	29
ENSG00000261170	7	25	2	36	14	36
ENSG00000251794	0	0	0	0	0	0
ENSG00000207525	0	0	0	2	1	5
ENSG00000240861	2	0	0	0	0	0
ENSG00000196436	103	65	83	418	240	164
ENSG00000140798	8	4	0	2	0	2
ENSG00000205084	351	392	379	165	351	262
ENSG00000103363	4623	9964	6182	6041	17459	3589
ENSG00000275504	0	0	0	0	0	0
ENSG00000260999	0	0	0	0	0	0
ENSG00000266801	0	6	2	1	0	8
ENSG00000202497	0	0	0	0	0	0
ENSG00000271129	0	0	0	0	1	0
ENSG00000244378	1	4	4	0	0	8
ENSG00000103044	1163	920	727	8306	56	196
ENSG00000168802	6	4	4	15	1	3
ENSG00000207083	0	0	0	0	0	0
ENSG00000200164	0	2	0	0	1	2
ENSG00000286140	0	0	0	0	0	0
ENSG00000198736	1667	3394	4803	4132	3880	607
ENSG00000140986	7	13	9	18	2	4
ENSG00000140990	2602	4285	2820	3346	6614	1963
ENSG00000140988	29038	45798	41713	67605	103552	42973
ENSG00000206811	0	0	0	0	0	0
ENSG00000207405	0	0	0	0	0	0
ENSG00000255513	0	0	0	0	0	0
ENSG00000273587	0	0	0	0	0	0
ENSG00000179580	0	4	0	2	10	4
ENSG00000277602	0	0	0	0	0	3
ENSG00000183751	1358	895	760	3126	4188	1119
ENSG00000196408	0	0	0	0	3	1
ENSG00000261790	0	6	10	17	6	5
ENSG00000127561	22	34	6	62	59	207
ENSG00000260107	0	0	0	0	0	0
ENSG00000265386	0	0	0	0	0	2
ENSG00000065054	15231	14972	9118	3399	8607	1201
ENSG00000065057	867	1344	571	1057	1663	844
ENSG00000221656	0	0	0	0	0	0
ENSG00000167962	1048	671	789	2895	1163	2325
ENSG00000103197	3271	1573	1847	6154	2731	2969
ENSG00000260132	0	2	0	0	0	0
ENSG00000174109	320	640	573	762	760	226
ENSG00000284395	2	4	0	2	0	0
ENSG00000279930	12	0	0	0	0	4
ENSG00000261641	0	0	0	0	0	0
ENSG00000260051	2	3	0	26	4	13
ENSG00000197599	25	23	9	17	111	11
ENSG00000224310	0	0	0	0	6	2
ENSG00000261669	2	0	2	7	11	10
ENSG00000140750	2000	1384	1828	1399	1072	1168
ENSG00000103018	2548	2593	2207	2739	2825	2144
ENSG00000158865	0	9	0	1	0	1
ENSG00000169955	309	242	222	187	256	610
ENSG00000103319	1789	1090	634	1126	467	962
ENSG00000261113	0	0	0	0	0	0
ENSG00000260631	0	0	0	0	0	0
ENSG00000260472	0	0	0	0	0	0
ENSG00000260568	0	0	0	0	0	0
ENSG00000276867	1	2	6	1	10	0
ENSG00000261731	0	0	0	0	0	0
ENSG00000197302	504	461	278	315	162	380
ENSG00000259810	0	0	0	2	0	0
ENSG00000260722	0	0	0	0	0	0
ENSG00000261457	0	0	0	1	0	0
ENSG00000180663	0	0	0	0	0	0
ENSG00000161980	417	663	360	832	460	618
ENSG00000161981	525	1272	807	1638	830	903
ENSG00000103152	1148	2331	1238	1310	1145	601
ENSG00000149932	4437	7296	4507	3086	8288	2276
ENSG00000015413	31	25	18	64	52	112
ENSG00000166669	174	302	137	241	140	450
ENSG00000140853	1346	1450	1322	2376	2248	2233
ENSG00000155393	363	560	460	963	672	560
ENSG00000232258	6	4	0	0	0	6
ENSG00000103034	1843	2423	896	137	284	226
ENSG00000168807	1879	931	1986	1313	957	1335
ENSG00000176953	999	794	669	1521	1418	1311
ENSG00000289336	0	0	0	0	0	0
ENSG00000289067	4	2	0	8	0	6
ENSG00000256982	0	2	0	0	0	0
ENSG00000260658	2	0	0	9	0	6
ENSG00000288801	0	0	4	2	0	0
ENSG00000261804	32	22	10	152	6	0
ENSG00000289423	0	2	32	2	0	2
ENSG00000261713	0	0	0	1	1	0
ENSG00000262950	0	0	0	0	0	0
ENSG00000261241	0	3	0	0	0	0
ENSG00000289119	9	0	2	0	0	0
ENSG00000260083	42	66	29	56	26	75
ENSG00000288935	4	2	2	5	30	2
ENSG00000288821	3	0	10	3	0	1
ENSG00000260834	0	0	0	0	1	3
ENSG00000289171	2	7	7	3	6	3
ENSG00000289023	4	6	2	6	7	15
ENSG00000261399	0	6	2	0	2	0
ENSG00000140945	919	510	403	131	133	268
ENSG00000277387	0	4	0	0	0	0
ENSG00000280044	0	0	0	0	0	0
ENSG00000260862	2	0	0	0	7	4
ENSG00000286528	0	0	0	0	0	0
ENSG00000263360	0	0	0	0	0	0
ENSG00000260832	0	0	0	0	0	0
ENSG00000261410	4	0	0	0	0	0
ENSG00000263785	0	0	0	0	0	0
ENSG00000261103	2	0	2	0	4	0
ENSG00000288554	0	0	0	0	0	0
ENSG00000230989	1966	4137	2298	1991	2872	1394
ENSG00000259914	0	1	0	0	0	0
ENSG00000288849	0	0	0	0	0	0
ENSG00000276571	0	0	0	6	2	17
ENSG00000103550	303	276	158	870	2118	928
ENSG00000261312	1	0	0	3	1	1
ENSG00000103540	938	831	691	661	482	999
ENSG00000261939	0	0	0	0	0	0
ENSG00000167191	584	410	352	345	90	1323
ENSG00000174628	196	178	166	112	58	177
ENSG00000177946	370	529	345	487	970	587
ENSG00000237718	0	0	0	0	0	0
ENSG00000102981	314	466	378	117	327	244
ENSG00000124074	861	652	546	588	1965	461
ENSG00000159761	124	138	66	38	187	70
ENSG00000141098	994	1016	751	827	715	493
ENSG00000270165	0	2	0	6	8	8
ENSG00000289164	0	16	4	6	37	10
ENSG00000198156	2	2	1	2	1	35
ENSG00000179583	1447	1940	1290	2340	690	1542
ENSG00000270049	49	41	30	48	76	76
ENSG00000039523	4248	2885	4796	2262	3507	1017
ENSG00000261396	0	2	0	6	2	6
ENSG00000259945	0	0	0	0	0	0
ENSG00000260894	0	0	0	0	0	0
ENSG00000261386	18	2	7	10	10	21
ENSG00000280214	8	0	4	16	0	29
ENSG00000259804	3	0	0	10	9	2
ENSG00000102974	2050	1392	1269	2205	873	1943
ENSG00000141084	1005	917	706	1188	384	929
ENSG00000102904	34	23	47	26	12	60
